AD-005	YER068W
YEL053C	YPR051W
YEL054C	YDR465C
YEL056W	YPL001W
YEL060C	YCL052C
YEL061C	YAL047C
YEL061C	YEL061C
YEL061C	YGR059W
YEL061C	YJR134C
YEL061C	YLR454W
YEL061C	YMR124W
YEL061C	YMR235C
YEL061C	YNR010W
YEL061C	YNR069C
YEL061C	YOL069W
YEL061C	YOR174W
YEL062W	YPL255W
YEL065W	YDR077W
YEL065W	YGL071W
YEL066W	YEL066W
YEL072W	YCR106W
YER002W	YDR060W
YER002W	YFR001W
YER002W	YKL172W
YER002W	YPL043W
YER005W	YPR036W
YER006W	YFR001W
YER006W	YKL172W
YER006W	YKR081C
YER006W	YPL043W
YER007C-A	H14
YER008C	YDR166C
YER008C	YPR165W
YER009W	YER009W
YER010C	YER010C
YER012W	YFR050C
YER012W	YPR103W
YER013W	YAL032C
YER013W	YER003C
YER013W	YKR024C
YER013W	YLR117C
YER015W	RP11-30H12.3
YER015W	RP11-90M2.2
YER015W	YER070W
YER015W	YLR098C
YER015W	tcag7.1178
YER016W	YBL031W
YER016W	YCL029C
YER016W	YDL064W
YER016W	YDR510W
YER016W	YER016W
YER016W	YGR048W
YER016W	YHR134W
YER016W	YJL168C
YER016W	YLR045C
YER016W	YML085C
YER016W	YML124C
YER016W	YNL078W
YER016W	YOR156C
YER016W	YOR191W
YER016W	YPL209C
YER017C	YDL100C
YER018C	RP11-395P17.5
YER018C	RP11-94L15.2
YER018C	YAL013W
YER018C	YBR057C
YER018C	YBR082C
YER018C	YBR112C
YER018C	YBR249C
YER018C	YCR077C
YER018C	YDL013W
YER018C	YDL030W
YER018C	YDL056W
YER018C	YDL113C
YER018C	YDL165W
YER018C	YDL233W
YER018C	YDR026C
YER018C	YDR146C
YER018C	YDR448W
YER018C	YER018C
YER018C	YFL024C
YER018C	YFR008W
YER018C	YFR042W
YER018C	YFR046C
YER018C	YGL066W
YER018C	YGR097W
YER018C	YGR280C
YER018C	YHL025W
YER018C	YHR056C
YER018C	YHR058C
YER018C	YHR167W
YER018C	YHR184W
YER018C	YHR206W
YER018C	YIL084C
YER018C	YIL131C
YER018C	YIR010W
YER018C	YIR025W
YER018C	YJL061W
YER018C	YJL185C
YER018C	YKL012W
YER018C	YKL025C
YER018C	YKR034W
YER018C	YKR048C
YER018C	YLR031W
YER018C	YMR016C
YER018C	YMR117C
YER018C	YMR213W
YER018C	YMR294W
YER018C	YNL097C
YER018C	YNR069C
YER018C	YOL069W
YER018C	YOR344C
YER018C	YPL016W
YER018C	YPL075W
YER018C	YPL133C
YER018C	YPL174C
YER018C	YPL257W
YER018C	YPR018W
YER018C	YPR022C
YER018C	YPR046W
YER018C	YPR083W
YER020W	YAL056W
YER020W	YDL035C
YER020W	YGL121C
YER020W	YJL106W
YER021W	YFR052W
YER021W	YPR108W
YER022W	YBR193C
YER022W	YBR253W
YER022W	YCR082W
YER022W	YDR308C
YER022W	YDR443C
YER022W	YGR258C
YER022W	YHR058C
YER022W	YKL117W
YER022W	YML007W
YER022W	YNL288W
YER023W	YER023W
YER024W	YAR035W
YER025W	YJR007W
YER025W	YPL237W
YER027C	YAL017W
YER027C	YDR477W
YER027C	YGL115W
YER029C	YDR422C
YER029C	YER112W
YER029C	YLR220W
YER029C	YNL187W
YER029C	YNR053C
YER031C	YER136W
YER031C	YGR172C
YER031C	YKR030W
YER031C	YNL044W
YER031C	YNL146W
YER031C	YOR036W
YER031C	YOR326W
YER031C	YPL192C
YER038C	YML023C
YER038C	YOL034W
YER040W	YGR218W
YER040W	YJR066W
YER040W	YNL189W
YER040W	YNL229C
YER041W	YDL013W
YER044C	YER044C
YER044C	YGL001C
YER044C	YGR060W
YER044C	YGR175C
YER044C	YHR007C
YER044C	YLR100W
YER044C	YML008C
YER044C-A	YHR157W
YER044C-A	YLR329W
YER044C-A	YMR133W
YER045C	YAL047C
YER045C	YCR048W
YER045C	YER045C
YER045C	YGR059W
YER045C	YIL112W
YER045C	YJR134C
YER045C	YMR235C
YER045C	YNL091W
YER045C	YNL271C
YER045C	YPR018W
YER052C	YER052C
YER056C-A	YDR244W
YER056C-A	YGL153W
YER056C-A	YKL172W
YER056C-A	YML042W
YER056C-A	YOL041C
YER059W	YAL005C
YER059W	YDL224C
YER059W	YJL084C
YER059W	YLL024C
YER059W	YLR190W
YER062C	YBR182C
YER062C	YPL201C
YER063W	YDL084W
YER065C	YBR105C
YER068W	AD-005
YER068W	YBR082C
YER068W	YCR093W
YER068W	YDR059C
YER068W	YIL038C
YER070W	YER070W
YER070W	YML058W
YER071C	YDR366C
YER071C	YLR200W
YER075C	YBL016W
YER081W	YAL060W
YER081W	YBR042C
YER081W	YBR155W
YER081W	YDL168W
YER081W	YDR005C
YER081W	YDR105C
YER081W	YDR192C
YER081W	YDR194C
YER081W	YER081W
YER081W	YNL054W-B
YER081W	YPL233W
YER086W	YER086W
YER087C-B	PSEC0238
YER087C-B	RP11-443G18.1
YER087C-B	YAR027W
YER087C-B	YBL076C
YER087C-B	YBL082C
YER087C-B	YBR106W
YER087C-B	YCR012W
YER087C-B	YDL015C
YER087C-B	YDL126C
YER087C-B	YDL229W
YER087C-B	YDL232W
YER087C-B	YDR086C
YER087C-B	YDR342C
YER087C-B	YDR479C
YER087C-B	YDR483W
YER087C-B	YER120W
YER087C-B	YFR016C
YER087C-B	YGL012W
YER087C-B	YGL084C
YER087C-B	YGL245W
YER087C-B	YHR133C
YER087C-B	YIL030C
YER087C-B	YIR033W
YER087C-B	YIR038C
YER087C-B	YKL035W
YER087C-B	YKL096W-A
YER087C-B	YKL119C
YER087C-B	YKR018C
YER087C-B	YLL018C
YER087C-B	YLL024C
YER087C-B	YLL039C
YER087C-B	YLR378C
YER087C-B	YLR390W-A
YER087C-B	YLR404W
YER087C-B	YML055W
YER087C-B	YMR043W
YER087C-B	YMR116C
YER087C-B	YMR272C
YER087C-B	YNL098C
YER087C-B	YNL135C
YER087C-B	YNL280C
YER087C-B	YNL307C
YER087C-B	YOL065C
YER087C-B	YOL086C
YER087C-B	YOR153W
YER087C-B	YOR323C
YER087C-B	YPL096W
YER087C-B	YPR028W
YER087C-B	YPR080W
YER088C	YJL164C
YER089C	YDR071C
YER089C	YPL153C
YER092W	YLR423C
YER093C	YAR018C
YER093C	YBR057C
YER093C	YBR102C
YER093C	YBR128C
YER093C	YBR211C
YER093C	YBR270C
YER093C	YCL008C
YER093C	YCL029C
YER093C	YDL087C
YER093C	YDL110C
YER093C	YDR201W
YER093C	YDR221W
YER093C	YDR259C
YER093C	YDR308C
YER093C	YDR357C
YER093C	YDR425W
YER093C	YER018C
YER093C	YFL023W
YER093C	YFL046W
YER093C	YFR009W
YER093C	YGL086W
YER093C	YGL212W
YER093C	YGR059W
YER093C	YGR089W
YER093C	YHR023W
YER093C	YHR080C
YER093C	YHR120W
YER093C	YHR192W
YER093C	YIL038C
YER093C	YJL019W
YER093C	YJL061W
YER093C	YJL098W
YER093C	YJR021C
YER093C	YJR076C
YER093C	YJR112W
YER093C	YKL050C
YER093C	YKL061W
YER093C	YKL138C-A
YER093C	YKL172W
YER093C	YKL179C
YER093C	YKR054C
YER093C	YLR025W
YER093C	YLR031W
YER093C	YLR200W
YER093C	YLR254C
YER093C	YLR315W
YER093C	YMR076C
YER093C	YMR077C
YER093C	YMR117C
YER093C	YMR168C
YER093C	YMR198W
YER093C	YMR235C
YER093C	YMR294W
YER093C	YNL084C
YER093C	YNL107W
YER093C	YNL113W
YER093C	YNL182C
YER093C	YNL271C
YER093C	YOL069W
YER093C	YOR069W
YER093C	YOR117W
YER093C	YOR259C
YER093C	YOR290C
YER093C	YOR324C
YER093C	YPL055C
YER093C	YPL074W
YER093C	YPL146C
YER093C	YPL249C
YER093C	YPR108W
YER093C	YPR155C
YER094C	YOR157C
YER095W	YDL064W
YER095W	YDR004W
YER095W	YDR014W-A
YER095W	YDR076W
YER095W	YDR510W
YER095W	YER047C
YER095W	YER095W
YER095W	YGL163C
YER095W	YJL092W
YER095W	YLR127C
YER095W	YML032C
YER095W	YMR190C
YER095W	YMR233W
YER095W	YPR011C
YER099C	YKL181W
YER099C	YOL061W
YER099C	YOL069W
YER100W	YJR077C
YER100W	YPL229W
YER101C	YDR100W
YER101C	YMR071C
YER102W	YBR135W
YER102W	YFL017C
YER105C	YEL015W
YER105C	YJL030W
YER105C	YMR153W
YER106W	YCR086W
YER106W	YER130C
YER106W	YER177W
YER106W	YKL109W
YER106W	YLR320W
YER106W	YPL204W
YER110C	YDR192C
YER110C	YGR119C
YER110C	YOR098C
YER112W	RP11-67K19.1
YER112W	YBL026W
YER112W	YBR289W
YER112W	YCR077C
YER112W	YDL043C
YER112W	YDL145C
YER112W	YDR082W
YER112W	YDR289C
YER112W	YDR378C
YER112W	YDR386W
YER112W	YDR452W
YER112W	YDR485C
YER112W	YER029C
YER112W	YER124C
YER112W	YER146W
YER112W	YGL173C
YER112W	YIL029C
YER112W	YJL110C
YER112W	YJL124C
YER112W	YJL155C
YER112W	YJR022W
YER112W	YJR138W
YER112W	YKL209C
YER112W	YLL032C
YER112W	YLR264W
YER112W	YLR275W
YER112W	YLR386W
YER112W	YLR438C-A
YER112W	YNL091W
YER112W	YNL118C
YER112W	YNL147W
YER112W	YNL199C
YER112W	YOL004W
YER112W	YOL149W
YER112W	YOR039W
YER112W	YOR167C
YER112W	YOR195W
YER112W	YOR219C
YER114C	YAL041W
YER114C	YBL085W
YER114C	YBR200W
YER114C	YDL173W
YER114C	YDR085C
YER114C	YDR164C
YER114C	YDR259C
YER114C	YDR379W
YER114C	YDR480W
YER114C	YER032W
YER114C	YER114C
YER114C	YER124C
YER114C	YER158C
YER114C	YFL005W
YER114C	YGL190C
YER114C	YGR152C
YER114C	YHL007C
YER114C	YIL144W
YER114C	YJL164C
YER114C	YJR138W
YER114C	YKR055W
YER114C	YLR229C
YER114C	YLR319C
YER114C	YLR342W
YER114C	YML109W
YER114C	YMR080C
YER114C	YMR124W
YER114C	YMR244W
YER114C	YNL078W
YER114C	YNL161W
YER114C	YNL298W
YER114C	YOL070C
YER114C	YOR101W
YER114C	YOR188W
YER114C	YOR370C
YER114C	YPL038W
YER114C	YPL049C
YER114C	YPL158C
YER116C	YDL013W
YER116C	YDL064W
YER116C	YDR510W
YER116C	YHR134W
YER118C	YAL038W
YER118C	YAL046C
YER118C	YAR050W
YER118C	YBL007C
YER118C	YBL105C
YER118C	YBR023C
YER118C	YCL027W
YER118C	YCL031C
YER118C	YCL032W
YER118C	YCL073C
YER118C	YCR012W
YER118C	YDL073W
YER118C	YDL117W
YER118C	YDL131W
YER118C	YDL204W
YER118C	YDR038C
YER118C	YDR039C
YER118C	YDR040C
YER118C	YDR077W
YER118C	YDR159W
YER118C	YDR216W
YER118C	YDR276C
YER118C	YDR409W
YER118C	YDR423C
YER118C	YEL046C
YER118C	YER023W
YER118C	YER040W
YER118C	YER082C
YER118C	YER114C
YER118C	YER118C
YER118C	YER134C
YER118C	YGL173C
YER118C	YGL201C
YER118C	YGR014W
YER118C	YGR178C
YER118C	YGR192C
YER118C	YGR240C
YER118C	YGR270W
YER118C	YHL007C
YER118C	YHL048C-A
YER118C	YHR143W
YER118C	YHR183W
YER118C	YHR211W
YER118C	YIL138C
YER118C	YIL144W
YER118C	YIL156W
YER118C	YJL128C
YER118C	YJL159W
YER118C	YJR115W
YER118C	YJR151C
YER118C	YKL046C
YER118C	YKL060C
YER118C	YKL096W-A
YER118C	YKL203C
YER118C	YKR027W
YER118C	YLL038C
YER118C	YLL039C
YER118C	YLL043W
YER118C	YLR096W
YER118C	YLR154C-G
YER118C	YLR314C
YER118C	YLR362W
YER118C	YLR425W
YER118C	YMR032W
YER118C	YMR109W
YER118C	YMR316W
YER118C	YNL112W
YER118C	YNL139C
YER118C	YNL152W
YER118C	YNL154C
YER118C	YNL283C
YER118C	YNL331C
YER118C	YOR127W
YER118C	YOR181W
YER118C	YOR208W
YER118C	YPR035W
YER118C	YPR042C
YER118C	YPR165W
YER118C	YPR171W
YER119C	PSEC0238
YER120W	DADB-159G18.8
YER122C	YBR164C
YER124C	YLR362W
YER125W	YDL140C
YER125W	YDR170C
YER125W	YER125W
YER125W	YMR275C
YER126C	YDR060W
YER126C	YER126C
YER126C	YFR001W
YER126C	YKL172W
YER126C	YNL110C
YER126C	YPL004C
YER126C	YPL043W
YER126C	YPL093W
YER127W	YDR299W
YER127W	YLR423C
YER128W	YLR181C
YER128W	YPR173C
YER131W	YLR435W
YER133W	YAL014C
YER133W	YAR014C
YER133W	YBL007C
YER133W	YBR045C
YER133W	YBR050C
YER133W	YDL070W
YER133W	YDR028C
YER133W	YDR130C
YER133W	YDR195W
YER133W	YDR412W
YER133W	YDR423C
YER133W	YER031C
YER133W	YER054C
YER133W	YFL023W
YER133W	YFR003C
YER133W	YHR100C
YER133W	YIR006C
YER133W	YJL042W
YER133W	YKL018W
YER133W	YKL166C
YER133W	YKL193C
YER133W	YKL203C
YER133W	YLR263W
YER133W	YLR430W
YER133W	YMR140W
YER133W	YMR311C
YER133W	YNL233W
YER133W	YOL091W
YER133W	YOR178C
YER133W	YOR315W
YER133W	YOR329C
YER133W	YPL074W
YER134C	YHR171W
YER136W	YFL005W
YER143W	YER143W
YER143W	YJR141W
YER143W	YLL039C
YER143W	YML088W
YER144C	YBR059C
YER144C	YMR032W
YER146W	YBL026W
YER146W	YCR024C
YER146W	YCR077C
YER146W	YDL112W
YER146W	YDR110W
YER146W	YDR378C
YER146W	YER025W
YER146W	YER112W
YER146W	YER131W
YER146W	YER146W
YER146W	YFL066C
YER146W	YGR210C
YER146W	YHL008C
YER146W	YIL038C
YER146W	YIL048W
YER146W	YJL084C
YER146W	YJL124C
YER146W	YJR022W
YER146W	YJR138W
YER146W	YKL209C
YER146W	YKR026C
YER146W	YLR058C
YER146W	YLR275W
YER146W	YLR438C-A
YER146W	YMR268C
YER146W	YNL147W
YER146W	YOR201C
YER146W	YOR320C
YER146W	YPL090C
YER146W	YPL152W
YER146W	YPR010C
YER146W	YPR184W
YER148W	YBL014C
YER148W	YDR174W
YER148W	YER148W
YER148W	YGR246C
YER148W	YMR270C
YER148W	YPL248C
YER148W	YPR086W
YER149C	YBR128C
YER149C	YDR309C
YER149C	YJL074C
YER149C	YKL079W
YER149C	YLR319C
YER149C	YMR124W
YER149C	YNL243W
YER149C	YPL074W
YER149C	YPL174C
YER149C	YPL216W
YER150W	YDL100C
YER151C	YGL158W
YER151C	YOL082W
YER157W	YDL110C
YER157W	YDL113C
YER157W	YDL149W
YER157W	YDR229W
YER157W	YDR252W
YER157W	YGL223C
YER157W	YGR120C
YER157W	YHR023W
YER157W	YJL036W
YER157W	YJL168C
YER157W	YJR021C
YER157W	YJR147W
YER157W	YLR026C
YER157W	YLR078C
YER157W	YLR268W
YER157W	YLR423C
YER157W	YMR077C
YER157W	YPL124W
YER157W	YPL174C
YER157W	YPR105C
YER161C	YDR110W
YER161C	YDR168W
YER161C	YER047C
YER161C	YGL201C
YER161C	YHR166C
YER162C	YEL037C
YER162C	YJR052W
YER162C	YLR167W
YER165W	YBL105C
YER165W	YBR233W
YER165W	YDR172W
YER165W	YGL044C
YER165W	YGL049C
YER165W	YGR162W
YER165W	YGR178C
YER165W	YGR218W
YER165W	YIL123W
YER165W	YIR001C
YER165W	YKL025C
YER166W	YML072C
YER167W	YAL016W
YER167W	YDR259C
YER167W	YDR277C
YER167W	YMR043W
YER167W	YMR070W
YER167W	YOR047C
YER171W	YDR460W
YER172C	YAL031C
YER172C	YER161C
YER172C	YFR019W
YER172C	YGR270W
YER172C	YHR152W
YER172C	YHR165C
YER172C	YIL061C
YER172C	YIR017C
YER172C	YKR022C
YER172C	YKR086W
YER172C	YLR310C
YER172C	YLR323C
YER172C	YMR017W
YER172C	YNL188W
YER172C	YNR011C
YER172C	YNR016C
YER172C	YNR053C
YER172C	YOR308C
YER172C	YPL105C
YER173W	YIL139C
YER173W	YPL194W
YER174C	YGL071W
YER174C	YHR030C
YER179W	LA16c-358B7.1
YER179W	YBR073W
YER179W	YER179W
YER179W	YIL144W
YER179W	YLR044C
YER179W	YLR067C
YER179W	YLR127C
YER179W	YLR134W
YER179W	YNR016C
YER179W	YOR191W
YER179W	YPL121C
YER180C	YGL026C
YER180C	YPL049C
YER182W	YKL142W
YER183C	OK/SW-cl.121
YER184C	YER184C
YFL002C	YKL172W
YFL002C	YPL043W
YFL003C	YDL154W
YFL003C	YFL003C
YFL005W	YER136W
YFL005W	YFR028C
YFL005W	YGL233W
YFL005W	YGR172C
YFL005W	YNL044W
YFL005W	YNL272C
YFL005W	YOR326W
YFL005W	YPR017C
YFL007W	YKR054C
YFL008W	YCR086W
YFL008W	YFL008W
YFL008W	YFR031C
YFL008W	YGR089W
YFL008W	YHL020C
YFL008W	YIR017C
YFL008W	YKR054C
YFL008W	YLR424W
YFL008W	YMR117C
YFL008W	YOL069W
YFL008W	YOL091W
YFL008W	YPL016W
YFL008W	YPR046W
YFL008W	YPR141C
YFL009W	YDR146C
YFL009W	YEL009C
YFL009W	YFL009W
YFL009W	YGL170C
YFL009W	YJL194W
YFL009W	YKL159C
YFL017C	YFL017C
YFL017W-A	YHR113W
YFL017W-A	YKR034W
YFL017W-A	YOR159C
YFL023W	YBR154C
YFL023W	YDL002C
YFL023W	YDL110C
YFL023W	YDR027C
YFL023W	YDR227W
YFL023W	YDR295C
YFL023W	YDR393W
YFL023W	YDR468C
YFL023W	YDR475C
YFL023W	YEL003W
YFL023W	YEL043W
YFL023W	YER033C
YFL023W	YER093C
YFL023W	YFL023W
YFL023W	YFL046W
YFL023W	YGL075C
YFL023W	YGL133W
YFL023W	YHR107C
YFL023W	YHR158C
YFL023W	YHR192W
YFL023W	YIL038C
YFL023W	YIL045W
YFL023W	YIR006C
YFL023W	YIR033W
YFL023W	YJL049W
YFL023W	YJR021C
YFL023W	YKL073W
YFL023W	YKL138C-A
YFL023W	YKR022C
YFL023W	YKR083C
YFL023W	YLR025W
YFL023W	YLR200W
YFL023W	YLR454W
YFL023W	YML007W
YFL023W	YML062C
YFL023W	YML104C
YFL023W	YML114C
YFL023W	YMR048W
YFL023W	YMR054W
YFL023W	YMR117C
YFL023W	YMR190C
YFL023W	YMR219W
YFL023W	YNL084C
YFL023W	YNL103W
YFL023W	YNL225C
YFL023W	YOR117W
YFL023W	YOR216C
YFL023W	YOR337W
YFL023W	YOR355W
YFL023W	YPL217C
YFL023W	YPR155C
YFL023W	YPR169W
YFL026W	YHR005C
YFL026W	YOR212W
YFL028C	YDR443C
YFL028C	YER043C
YFL028C	YFL028C
YFL031W	YFL009W
YFL031W	YFL031W
YFL033C	YBR126C
YFL033C	YJL164C
YFL034C-B	YLR131C
YFL034C-B	YNL161W
YFL034C-B	YOL036W
YFL036W	YDL044C
YFL036W	YMR228W
YFL037W	YDR183W
YFL037W	YLR045C
YFL037W	YML085C
YFL037W	YNL078W
YFL037W	YOR156C
YFL037W	YOR191W
YFL037W	YOR265W
YFL038C	RP11-730A19.1
YFL038C	YBR205W
YFL038C	YER136W
YFL038C	YGL161C
YFL038C	YGL198W
YFL038C	YGR172C
YFL038C	YLR078C
YFL038C	YNL041C
YFL038C	YNL044W
YFL038C	YNL263C
YFL038C	YOR036W
YFL038C	YOR370C
YFL038C	YPL246C
YFL039C	LA16c-358B7.1
YFL039C	RP11-14H3.2
YFL039C	YDR510W
YFL039C	YFL039C
YFL039C	YGL015C
YFL039C	YLL050C
YFL039C	YLR319C
YFL039C	YLR337C
YFL039C	YMR092C
YFL039C	YMR109W
YFL039C	YNL138W
YFL039C	YOR122C
YFL039C	YOR181W
YFL041W	YBR207W
YFL044C	YBL058W
YFL044C	YDL126C
YFL044C	YKL213C
YFL045C	YDR510W
YFL046W	YAL028W
YFL046W	YDR229W
YFL046W	YDR507C
YFL046W	YEL005C
YFL046W	YER093C
YFL046W	YGL025C
YFL046W	YHR023W
YFL046W	YHR079C-A
YFL046W	YMR117C
YFL046W	YOR259C
YFL047W	YKL171W
YFL051C	DADB-70P7.10-021
YFL059W	YMR095C
YFL059W	YNL333W
YFL059W	YNL334C
YFL060C	YFL059W
YFL060C	YMR095C
YFL060C	YMR096W
YFL060C	YNL333W
YFR001W	YFR001W
YFR001W	YKL172W
YFR001W	YPL043W
YFR002W	YGR059W
YFR002W	YGR094W
YFR002W	YGR120C
YFR002W	YGR130C
YFR002W	YKL061W
YFR002W	YMR153W
YFR002W	YMR235C
YFR003C	YER133W
YFR004W	MDS015
YFR004W	YIR011C
YFR004W	YOR261C
YFR005C	YKL173W
YFR005C	YOR308C
YFR007W	YBR056W
YFR008W	YDR200C
YFR008W	YDR532C
YFR008W	YMR029C
YFR008W	YMR052W
YFR008W	YOL135C
YFR008W	YOR111W
YFR008W	YPR046W
YFR009W	YEL005C
YFR009W	YGL086W
YFR009W	YPL018W
YFR015C	YFR015C
YFR015C	YJL137C
YFR015C	YLR258W
YFR019W	YLR386W
YFR021W	YBL103C
YFR021W	YCL063W
YFR021W	YER162C
YFR021W	YFR019W
YFR021W	YFR029W
YFR021W	YHR103W
YFR021W	YJR025C
YFR021W	YJR140C
YFR021W	YLR094C
YFR021W	YLR386W
YFR021W	YML059C
YFR021W	YNR058W
YFR024C-A	Nbla00127
YFR024C-A	RP11-196G18.20-002
YFR024C-A	RP11-307C12.9
YFR024C-A	RP3-434P1.1
YFR024C-A	YAL016W
YFR024C-A	YBL007C
YFR024C-A	YBR068C
YFR024C-A	YBR069C
YFR024C-A	YBR098W
YFR024C-A	YBR205W
YFR024C-A	YCL008C
YFR024C-A	YCL031C
YFR024C-A	YCR030C
YFR024C-A	YCR088W
YFR024C-A	YDL012C
YFR024C-A	YDL027C
YFR024C-A	YDL072C
YFR024C-A	YDL146W
YFR024C-A	YDR027C
YFR024C-A	YDR100W
YFR024C-A	YDR261C
YFR024C-A	YDR310C
YFR024C-A	YDR414C
YFR024C-A	YDR545W
YFR024C-A	YFL010C
YFR024C-A	YFR021W
YFR024C-A	YFR040W
YFR024C-A	YGL060W
YFR024C-A	YGL104C
YFR024C-A	YGL144C
YFR024C-A	YGL181W
YFR024C-A	YGL195W
YFR024C-A	YGL201C
YFR024C-A	YGL238W
YFR024C-A	YGR218W
YFR024C-A	YGR227W
YFR024C-A	YGR240C
YFR024C-A	YGR241C
YFR024C-A	YGR268C
YFR024C-A	YHL004W
YFR024C-A	YHR178W
YFR024C-A	YIL156W
YFR024C-A	YJL004C
YFR024C-A	YJL151C
YFR024C-A	YJL194W
YFR024C-A	YJL201W
YFR024C-A	YJR083C
YFR024C-A	YKL068W
YFR024C-A	YKR030W
YFR024C-A	YLR078C
YFR024C-A	YLR144C
YFR024C-A	YLR206W
YFR024C-A	YMR109W
YFR024C-A	YMR162C
YFR024C-A	YMR192W
YFR024C-A	YMR232W
YFR024C-A	YMR253C
YFR024C-A	YNL065W
YFR024C-A	YNL094W
YFR024C-A	YNL176C
YFR024C-A	YNR031C
YFR024C-A	YOL107W
YFR024C-A	YOR042W
YFR024C-A	YOR109W
YFR024C-A	YOR181W
YFR024C-A	YOR247W
YFR024C-A	YOR284W
YFR024C-A	YPL038W
YFR024C-A	YPL246C
YFR024C-A	YPL249C
YFR024C-A	YPR055W
YFR024C-A	YPR081C
YFR024C-A	YPR097W
YFR024C-A	YPR171W
YFR025C	HRIHFB2007
YFR027W	YBR088C
YFR027W	YJL019W
YFR027W	YLR320W
YFR028C	YAL016W
YFR028C	YBR060C
YFR028C	YBR156C
YFR028C	YCR086W
YFR028C	YDL129W
YFR028C	YER094C
YFR028C	YER158C
YFR028C	YHR118C
YFR028C	YJL076W
YFR028C	YJR053W
YFR028C	YKR010C
YFR028C	YML064C
YFR028C	YMR270C
YFR028C	YNL152W
YFR028C	YOR275C
YFR029W	YFR029W
YFR029W	YJL156C
YFR031C	YPL124W
YFR034C	YDL106C
YFR034C	YFR034C
YFR034C	YOL001W
YFR036W	YCR077C
YFR037C	YCR020W-B
YFR037C	YCR052W
YFR037C	YFR037C
YFR038W	YDL003W
YFR042W	YPR159W
YFR043C	YDR489W
YFR044C	YBR281C
YFR044C	YFR044C
YFR046C	YER018C
YFR046C	YMR117C
YFR046C	YPL016W
YFR047C	YFR047C
YFR049W	YDR148C
YFR049W	YOR047C
YFR050C	YBR270C
YFR050C	YER016W
YFR050C	YER105C
YFR050C	YGR067C
YFR050C	YJL047C
YFR050C	YLL036C
YFR050C	YNL253W
YFR052W	YDR273W
YFR052W	YER021W
YFR052W	YGR135W
YFR052W	YJR133W
YFR052W	YOR056C
YFR052W	YOR261C
YFR052W	YOR362C
YGL003C	YBL005W
YGL003C	YDR335W
YGL003C	YDR451C
YGL003C	YER032W
YGL003C	YGL003C
YGL003C	YKL101W
YGL003C	YLR183C
YGL003C	YPL267W
YGL004C	YGR232W
YGL005C	YNL041C
YGL005C	YNL051W
YGL011C	YBR173C
YGL013C	YDR176W
YGL013C	YGR285C
YGL013C	YHR064C
YGL017W	YGR184C
YGL017W	YJR062C
YGL019W	YGL073W
YGL019W	YIL035C
YGL019W	YOR039W
YGL019W	YOR061W
YGL026C	YDR510W
YGL029W	YDR060W
YGL029W	YDR259C
YGL029W	YER126C
YGL029W	YFR001W
YGL029W	YKL172W
YGL029W	YPL043W
YGL033W	YDR150W
YGL035C	YBR112C
YGL035C	YDL159W
YGL035C	YDR335W
YGL035C	YGL253W
YGL035C	YGR014W
YGL035C	YGR040W
YGL036W	YBR057C
YGL037C	YDL022W
YGL037C	YGL037C
YGL040C	YGL040C
YGL043W	YDL140C
YGL043W	YDR443C
YGL043W	YLR055C
YGL044C	HSPC279
YGL044C	YDL140C
YGL044C	YDL218W
YGL044C	YGL044C
YGL044C	YGR218W
YGL044C	YMR061W
YGL044C	YMR270C
YGL045W	YCL008C
YGL045W	YNL294C
YGL048C	YAR018C
YGL048C	YBR211C
YGL048C	YDR150W
YGL048C	YDR227W
YGL048C	YDR258C
YGL048C	YDR394W
YGL048C	YEL043W
YGL048C	YER018C
YGL048C	YER093C
YGL048C	YGL004C
YGL048C	YGL086W
YGL048C	YHR011W
YGL048C	YJR112W
YGL048C	YLR206W
YGL048C	YLR315W
YGL048C	YMR077C
YGL048C	YMR235C
YGL048C	YNL084C
YGL048C	YNL244C
YGL048C	YOL069W
YGL048C	YOR117W
YGL048C	YOR177C
YGL048C	YOR259C
YGL051W	LA16c-358B7.1
YGL051W	YAR033W
YGL051W	YGL051W
YGL053W	LA16c-358B7.1
YGL053W	YDR479C
YGL053W	YML029W
YGL054C	PSEC0238
YGL054C	YIR038C
YGL058W	YBR088C
YGL058W	YCR066W
YGL058W	YDL064W
YGL058W	YGR184C
YGL058W	YLR024C
YGL060W	YDR388W
YGL060W	YML007W
YGL061C	YBL031W
YGL061C	YDR016C
YGL061C	YER016W
YGL061C	YGR113W
YGL061C	YKR037C
YGL065C	YDR479C
YGL066W	YDR229W
YGL066W	YPL249C
YGL068W	YDR361C
YGL070C	YDL140C
YGL070C	YER039C
YGL070C	YER180C
YGL070C	YKL028W
YGL070C	YOR116C
YGL071W	YDR098C
YGL071W	YER174C
YGL071W	YGL071W
YGL071W	YGL091C
YGL071W	YGR211W
YGL071W	YJR060W
YGL073W	YDR477W
YGL075C	YBL043W
YGL075C	YBR157C
YGL075C	YDL239C
YGL075C	YDR310C
YGL075C	YGL086W
YGL075C	YHR080C
YGL075C	YIL056W
YGL075C	YJR021C
YGL075C	YJR112W
YGL075C	YKL061W
YGL075C	YKL109W
YGL075C	YKL138C-A
YGL075C	YLR119W
YGL075C	YLR190W
YGL075C	YMR053C
YGL075C	YMR054W
YGL075C	YMR111C
YGL075C	YMR117C
YGL075C	YNL084C
YGL075C	YNL107W
YGL075C	YOL069W
YGL075C	YPL074W
